,Photo Date,Photo ID ,Photographed By,Date Plated,Plated By,"Date of Trial
 (Monday)",Set ID,strain,Week Number,Replicate Number,# flies,Sex,"
Plate Type (Treatment (T), Control (C), Grow out Treatment (GoT), Baseline (B))","Dilution         (10-2, 10-3, 10-4, 10-5)",Green Count,Red Count,Total CFU on Plate,count type (digital or analog),Counted By,Recorded By (Notebook),Recorded By (Computer),total consumption (24 hours mm),total consumption (48 hours mm),Total Consumption ,red means (spore or vegetative),green means  (spore or vegetative),green survival,red survival,Notes
341,7/17/17,144 3339 ,FW,5/17/17,UR,5/15/17,,WE,7,11,,M,T,10-4,0,1,1,analog,,SLD,,,,0.0,spore,vegetative,,,
343,7/17/17,144 3340,FW,5/17/17,UR,5/15/17,,WE,7,12,,M,T,10-2,13,104,117,analog,,SLD,,,,0.0,spore,vegetative,,,
345,7/17/17,144 3341,FW,5/17/17,UR,5/15/17,,WE,7,12,,M,T,10-3,5,30,35,analog,,SLD,,,,0.0,spore,vegetative,,,
347,7/17/17,144 3342,FW,5/17/17,UR,5/15/17,,WE,7,12,,M,T,10-4,0,1,1,analog,,SLD,,,,0.0,spore,vegetative,,,
349,8/22/17,155 4087,FW,5/17/17,UR,5/15/17,,WE,7,13,,M,T,10-2,28,375,403,analog,,SLD,,,,0.0,spore,vegetative,,,
351,8/22/17,155 4088,FW,5/17/17,UR,5/15/17,,WE,7,13,,M,T,10-3,5,77,82,analog,,SLD,,,,0.0,spore,vegetative,,,
353,8/22/17,155 4089,FW,5/17/17,UR,5/15/17,,WE,7,13,,M,T,10-4,0,9,9,analog,,SLD,,,,0.0,spore,vegetative,,,
355,8/22/17,155 4090,FW,5/17/17,UR,5/15/17,,WE,7,14,,M,T,10-2,13,161,174,analog,,SLD,,,,0.0,spore,vegetative,,,
357,8/22/17,155 4091,FW,5/17/17,UR,5/15/17,,WE,7,14,,M,T,10-3,1,60,61,analog,,SLD,,,,0.0,spore,vegetative,,,
359,8/22/17,155 4092,FW,5/17/17,UR,5/15/17,,WE,7,14,,M,T,10-4,0,9,9,analog,,SLD,,,,0.0,spore,vegetative,,,
361,8/22/17,155 4093,FW,5/17/17,UR,5/15/17,,WE,7,15,,M,T,10-2,13,291,304,analog,,SLD,,,,0.0,spore,vegetative,,,
363,8/22/17,155 4094,FW,5/17/17,UR,5/15/17,,WE,7,15,,M,T,10-3,0,49,49,analog,,SLD,,,,0.0,spore,vegetative,,,
365,8/22/17,155 4095,FW,5/17/17,UR,5/15/17,,WE,7,15,,M,T,10-4,0,3,3,analog,,SLD,,,,0.0,spore,vegetative,,,
367,8/23/17,156 4156,FW,5/17/17,HMP,5/15/17,,WE,7,16,,M,T,10-2,1,11,12,analog,,SLD,,,,0.0,spore,vegetative,,,
369,8/23/17,156 4157,FW,5/17/17,HMP,5/15/17,,WE,7,16,,M,T,10-3,0,0,0,analog,,SLD,,,,0.0,spore,vegetative,,,
371,8/23/17,156 4158,FW,5/17/17,HMP,5/15/17,,WE,7,16,,M,T,10-4,0,0,0,analog,,SLD,,,,0.0,spore,vegetative,,,
373,8/23/17,156 4159,FW,5/17/17,HMP,5/15/17,,WE,7,17,,M,T,10-2,15,369,384,analog,,SLD,,,,0.0,spore,vegetative,,,
375,8/23/17,156 4160,FW,5/17/17,HMP,5/15/17,,WE,7,17,,M,T,10-3,0,79,79,analog,,SLD,,,,0.0,spore,vegetative,,,
377,8/23/17,156 4161,FW,5/17/17,HMP,5/15/17,,WE,7,17,,M,T,10-4,0,16,16,analog,,SLD,,,,0.0,spore,vegetative,,,
379,8/23/17,156 4162,FW,5/17/17,HMP,5/15/17,,WE,7,18,,M,T,10-2,0,5,5,analog,,SLD,,,,0.0,spore,vegetative,,,
381,8/23/17,156 4163,FW,5/17/17,HMP,5/15/17,,WE,7,18,,M,T,10-3,1,1,2,analog,,SLD,,,,0.0,spore,vegetative,,,
383,8/23/17,156 4164,FW,5/17/17,HMP,5/15/17,,WE,7,18,,M,T,10-4,0,0,0,analog,,SLD,,,,0.0,spore,vegetative,,,
385,7/17/17,144 3358,FW,5/17/17,HMP,5/15/17,,WE,7,19,,M,T,10-2,148,0,148,analog,TY,FW,,,,0.0,spore,vegetative,,,cont
387,7/17/17,144 3359,FW,5/17/17,HMP,5/15/17,,WE,7,19,,M,T,10-3,3,11,14,analog,TY,FW,,,,0.0,spore,vegetative,,,cont
389,7/17/17,144 3360,FW,5/17/17,HMP,5/15/17,,WE,7,19,,M,T,10-4,6,0,6,analog,TY,FW,,,,0.0,spore,vegetative,,,cont
391,7/17/17,144 3361,FW,5/17/17,HMP,5/15/17,,WE,7,20,,M,T,10-2,16,143,159,analog,TY,FW,,,,0.0,spore,vegetative,,,
393,7/17/17,144 3362,FW,5/17/17,HMP,5/15/17,,WE,7,20,,M,T,10-3,1,23,24,analog,TY,FW,,,,0.0,spore,vegetative,,,
395,7/17/17,144 3363,FW,5/17/17,HMP,5/15/17,,WE,7,20,,M,T,10-4,1,8,9,analog,TY,FW,,,,0.0,spore,vegetative,,,cont
397,7/17/17,144 3364,FW,5/17/17,HMP,5/15/17,,WE,7,21,,M,T,10-2,17,67,84,analog,TY,FW,,,,0.0,spore,vegetative,,,cont
399,7/17/17,144 3365,FW,5/17/17,HMP,5/15/17,,WE,7,21,,M,T,10-3,1,19,20,analog,TY,FW,,,,0.0,spore,vegetative,,,cont
401,7/17/17,144 3366,FW,5/17/17,HMP,5/15/17,,WE,7,21,,M,T,10-4,4,0,4,analog,TY,FW,,,,0.0,spore,vegetative,,,cont
403,7/17/17,144 3394,,5/17/17,HMP,5/15/17,,WE,7,22,,M,T,10-2,0,15,15,analog,,CK,FW,,,0.0,spore,vegetative,,,
405,7/17/17,144 3395,,5/17/17,HMP,5/15/17,,WE,7,22,,M,T,10-3,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
407,7/17/17,144 3396,,5/17/17,HMP,5/15/17,,WE,7,22,,M,T,10-4,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
409,7/17/17,144 3397,,5/17/17,HMP,5/15/17,,WE,7,23,,M,T,10-2,0,7,7,analog,,CK,FW,,,0.0,spore,vegetative,,,contaminated
411,7/17/17,144 3398,,5/17/17,HMP,5/15/17,,WE,7,23,,M,T,10-3,0,12,12,analog,,CK,FW,,,0.0,spore,vegetative,,,contaminated
413,7/17/17,144 3399,,5/17/17,HMP,5/15/17,,WE,7,23,,M,T,10-4,0,2,2,analog,,CK,FW,,,0.0,spore,vegetative,,,
415,7/17/17,144 3400,,5/17/17,HMP,5/15/17,,WE,7,24,,M,T,10-2,156,436,592,analog,,CK,FW,,,0.0,spore,vegetative,,,
417,7/17/17,144 3401,,5/17/17,HMP,5/15/17,,WE,7,24,,M,T,10-3,1,34,35,analog,,CK,FW,,,0.0,spore,vegetative,,,
419,7/17/17,144 3402,,5/17/17,HMP,5/15/17,,WE,7,24,,M,T,10-4,1,4,5,analog,,CK,FW,,,0.0,spore,vegetative,,,
421,7/17/17,144 3385,FW,5/17/17,HMP,5/15/17,,WE,7,25,,M,T,10-2,0,33,33,analog,,CK,FW,,,0.0,spore,vegetative,,,
423,7/17/17,144 3386,FW,5/17/17,HMP,5/15/17,,WE,7,25,,M,T,10-3,0,6,6,analog,,CK,FW,,,0.0,spore,vegetative,,,
425,7/17/17,144 3387,FW,5/17/17,HMP,5/15/17,,WE,7,25,,M,T,10-4,0,2,2,analog,,CK,FW,,,0.0,spore,vegetative,,,
427,7/17/17,144 3388,FW,5/17/17,HMP,5/15/17,,WE,7,26,,M,T,10-2,25,63,88,analog,,CK,FW,,,0.0,spore,vegetative,,,
429,7/17/17,144 3389,FW,5/17/17,HMP,5/15/17,,WE,7,26,,M,T,10-3,0,19,19,analog,,CK,FW,,,0.0,spore,vegetative,,,
431,7/17/17,144 3390,FW,5/17/17,HMP,5/15/17,,WE,7,26,,M,T,10-4,0,3,3,analog,,CK,FW,,,0.0,spore,vegetative,,,
433,7/17/17,144 3391,FW,5/17/17,HMP,5/15/17,,WE,7,27,,M,T,10-2,6,21,27,analog,,CK,FW,,,0.0,spore,vegetative,,,
435,7/17/17,144 3392,FW,5/17/17,HMP,5/15/17,,WE,7,27,,M,T,10-3,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
437,7/17/17,144 3393,FW,5/17/17,HMP,5/15/17,,WE,7,27,,M,T,10-4,0,0,0,analog,,CK,FW,,,0.0,spore,vegetative,,,
439,5/26/17,131 2502,,,HMP,5/15/17,,WE,7,28,,M,T,10-2,3,71,74,analog,TY,AZD,,,,0.0,spore,vegetative,,,
441,5/26/17,131 2501,,,HMP,5/15/17,,WE,7,28,,M,T,10-3,3,10,13,analog,TY,AZD,,,,0.0,spore,vegetative,,,
443,5/26/17,131 2498,,,HMP,5/15/17,,WE,7,28,,M,T,10-4,0,1,1,analog,TY,AZD,,,,0.0,spore,vegetative,,,
445,5/26/17,131 2495,,,HMP,5/15/17,,WE,7,29,,M,T,10-2,6,371,377,analog,TY,AZD,,,,0.0,spore,vegetative,,,
447,5/26/17,131 2494,,,HMP,5/15/17,,WE,7,29,,M,T,10-3,0,84,84,analog,TY,AZD,,,,0.0,spore,vegetative,,,
449,5/26/17,131 2493,,,HMP,5/15/17,,WE,7,29,,M,T,10-4,0,7,7,analog,TY,AZD,,,,0.0,spore,vegetative,,,
451,5/26/17,131 2491,,,HMP,5/15/17,,WE,7,30,,M,T,10-2,0,0,0,analog,TY,AZD,,,,0.0,spore,vegetative,,,
453,5/26/17,131 2490,,,HMP,5/15/17,,WE,7,30,,M,T,10-3,0,0,0,analog,TY,AZD,,,,0.0,spore,vegetative,,,
455,5/26/17,131 2489,,,HMP,5/15/17,,WE,7,30,,M,T,10-4,0,0,0,analog,TY,AZD,,,,0.0,spore,vegetative,,,
457,8/23/17,156 4192,FW,,EJF,5/15/17,,WE,7,1,,F ,GOT,10-3,620,975,1595,analog,,SLD,,,,,spore,vegetative,,,
459,8/23/17,156 4193,FW,,EJF,5/15/17,,WE,7,1,,F,GOT,10-4,4,6,10,analog,,SLD,,,,,spore,vegetative,,,
461,8/23/17,156 4194,FW,,EJF,5/15/17,,WE,7,1,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
463,8/23/17,156 4195,FW,,EJF,5/15/17,,WE,7,2,,F,GOT,10-3,3,131,134,analog,,SLD,,,,,spore,vegetative,,,
465,8/23/17,156 4196,FW,,EJF,5/15/17,,WE,7,2,,F,GOT,10-4,0,23,23,analog,,SLD,,,,,spore,vegetative,,,C
467,8/23/17,156 4197,FW,,EJF,5/15/17,,WE,7,2,,F,GOT,10-5,0,1,1,analog,,SLD,,,,,spore,vegetative,,,
469,8/23/17,156 4198,FW,,EJF,5/15/17,,WE,7,3,,F,GOT,10-3,0,7,7,analog,,SLD,,,,,spore,vegetative,,,
471,8/23/17,156 4199,FW,,EJF,5/15/17,,WE,7,3,,F,GOT,10-4,0,4,4,analog,,SLD,,,,,spore,vegetative,,,
473,8/23/17,156 4200,FW,,EJF,5/15/17,,WE,7,3,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
475,8/22/17,155 4105,FW,,EJF,5/15/17,,WE,7,4,,F,GOT,10-3,0,3,3,analog,,SLD,,,,,spore,vegetative,,,
477,8/22/17,155 4106,FW,,EJF,5/15/17,,WE,7,4,,F,GOT,10-4,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
479,8/22/17,155 4107,FW,,EJF,5/15/17,,WE,7,4,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
481,8/22/17,155 4108,FW,,EJF,5/15/17,,WE,7,5,,F,GOT,10-3,1,4,5,analog,,SLD,,,,,spore,vegetative,,,
483,8/22/17,155 4109,FW,,EJF,5/15/17,,WE,7,5,,F,GOT,10-4,0,2,2,analog,,SLD,,,,,spore,vegetative,,,
485,8/22/17,155 4110,FW,,EJF,5/15/17,,WE,7,5,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
487,8/22/17,155 4111,FW,,EJF,5/15/17,,WE,7,6,,F,GOT,10-3,0,23,23,analog,,SLD,,,,,spore,vegetative,,,
489,8/22/17,155 4112,FW,,EJF,5/15/17,,WE,7,6,,F,GOT,10-4,0,14,14,analog,,SLD,,,,,spore,vegetative,,,
491,8/22/17,155 4113,FW,,EJF,5/15/17,,WE,7,6,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
493,10/3/17,158 4260,,,EJF,5/15/17,,WE,7,7,,F,GOT,10-3,15,40,55,analog,,CK,,,,,spore,vegetative,,,
495,10/3/17,158 4261,,,EJF,5/15/17,,WE,7,7,,F,GOT,10-4,0,8,8,analog,,CK,,,,,spore,vegetative,,,
497,10/3/17,158 4262,,,EJF,5/15/17,,WE,7,7,,F,GOT,10-5,3,0,3,analog,,CK,,,,,spore,vegetative,,,
499,10/3/17,158 4263,,,EJF,5/15/17,,WE,7,8,,F,GOT,10-3,0,7,7,analog,,CK,,,,,spore,vegetative,,,
501,10/3/17,158 4264,,,EJF,5/15/17,,WE,7,8,,F,GOT,10-4,0,1,1,analog,,CK,,,,,spore,vegetative,,,
503,10/3/17,158 4265,,,EJF,5/15/17,,WE,7,8,,F,GOT,10-5,0,0,0,analog,,CK,,,,,spore,vegetative,,,
505,10/3/17,158 4266,,,EJF,5/15/17,,WE,7,9,,F,GOT,10-3,72,66,138,analog,,CK,,,,,spore,vegetative,,,
507,10/3/17,158 4267,,,EJF,5/15/17,,WE,7,9,,F,GOT,10-4,0,4,4,analog,,CK,,,,,spore,vegetative,,,
509,10/3/17,158 4268,,,EJF,5/15/17,,WE,7,9,,F,GOT,10-5,0,0,0,analog,,CK,,,,,spore,vegetative,,,
511,8/15/17,154 4051,FW,,EJF,5/15/17,,WE,7,10,,F,GOT,10-3,0,5,5,analog,,SLD,,,,,spore,vegetative,,,
513,8/15/17,154 4052,FW,,EJF,5/15/17,,WE,7,10,,F,GOT,10-4,0,1,1,analog,,SLD,,,,,spore,vegetative,,,
515,8/15/17,154 4053,FW,,EJF,5/15/17,,WE,7,10,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
517,8/15/17,154 4054,FW,,EJF,5/15/17,,WE,7,11,,F,GOT,10-3,17,55,72,analog,,SLD,,,,,spore,vegetative,,,
519,8/15/17,154 4055,FW,,EJF,5/15/17,,WE,7,11,,F,GOT,10-4,0,6,6,analog,,SLD,,,,,spore,vegetative,,,
521,8/15/17,154 4056,FW,,EJF,5/15/17,,WE,7,11,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
523,8/15/17,154 4057,FW,,EJF,5/15/17,,WE,7,12,,F,GOT,10-3,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
525,8/15/17,154 4058,FW,,EJF,5/15/17,,WE,7,12,,F,GOT,10-4,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
527,8/15/17,154 4059,FW,,EJF,5/15/17,,WE,7,12,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
529,8/23/17,156 4201,FW,,EJF,5/15/17,,WE,7,13,,F,GOT,10-3,0,2,2,analog,,SLD,,,,,spore,vegetative,,,
531,8/23/17,156 4202,FW,,EJF,5/15/17,,WE,7,13,,F,GOT,10-4,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
533,8/23/17,156 4203,FW,,EJF,5/15/17,,WE,7,13,,F,GOT,10-5,0,41,41,analog,,SLD,,,,,spore,vegetative,,,
535,8/23/17,157 4204,FW,,EJF,5/15/17,,WE,7,14,,F,GOT,10-3,0,6,6,analog,,SLD,,,,,spore,vegetative,,,
537,8/23/17,156 4205,FW,,EJF,5/15/17,,WE,7,14,,F,GOT,10-4,0,15,15,analog,,SLD,,,,,spore,vegetative,,,
539,8/23/17,156 4206,FW,,EJF,5/15/17,,WE,7,14,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
541,8/23/17,156 4207,FW,,EJF,5/15/17,,WE,7,15,,F,GOT,10-3,0,79,79,analog,,SLD,,,,,spore,vegetative,,,
543,8/23/17,156 4208,FW,,EJF,5/15/17,,WE,7,15,,F,GOT,10-4,0,16,16,analog,,SLD,,,,,spore,vegetative,,,
545,8/23/17,156 4209,FW,,EJF,5/15/17,,WE,7,15,,F,GOT,10-5,1,5,6,analog,,SLD,,,,,spore,vegetative,,,
547,8/15/17,154 4069,FW,,EJF,5/15/17,,WE,7,16,,F,GOT,10-3,0,2,2,analog,,SLD,FW,,,,spore,vegetative,,,
549,8/15/17,154 4070,FW,,EJF,5/15/17,,WE,7,16,,F,GOT,10-4,0,0,0,analog,,SLD,FW,,,,spore,vegetative,,,
551,8/15/17,154 4071,FW,,EJF,5/15/17,,WE,7,16,,F,GOT,10-5,0,0,0,analog,,SLD,FW,,,,spore,vegetative,,,
553,8/15/17,154 4072,FW,,EJF,5/15/17,,WE,7,17,,F,GOT,10-3,134,375,509,analog,,SLD,FW,,,,spore,vegetative,,,
555,8/15/17,154 4073,FW,,EJF,5/15/17,,WE,7,17,,F,GOT,10-4,91,164,255,analog,,SLD,FW,,,,spore,vegetative,,,
557,8/15/17,154 4074,FW,,EJF,5/15/17,,WE,7,17,,F,GOT,10-5,4,8,12,analog,,SLD,FW,,,,spore,vegetative,,,
559,8/15/17,154 4075,FW,,EJF,5/15/17,,WE,7,18,,F,GOT,10-3,170,470,640,analog,,SLD,FW,,,,spore,vegetative,,,
561,8/15/17,154 4076,FW,,EJF,5/15/17,,WE,7,18,,F,GOT,10-4,5,70,75,analog,,SLD,FW,,,,spore,vegetative,,,
563,8/15/17,154 4077,FW,,EJF,5/15/17,,WE,7,18,,F,GOT,10-5,0,0,0,analog,,SLD,FW,,,,spore,vegetative,,,
565,8/15/17,154 4042,FW,,EJF,5/15/17,,WE,7,19,,F,GOT,10-3,75,182,257,analog,,SLD,FW,,,,spore,vegetative,,,
567,8/15/17,154 4043,FW,,EJF,5/15/17,,WE,7,19,,F,GOT,10-4,1,6,7,analog,,SLD,FW,,,,spore,vegetative,,,
569,8/15/17,154 4044,FW,,EJF,5/15/17,,WE,7,19,,F,GOT,10-5,6,1,7,analog,,SLD,FW,,,,spore,vegetative,,,
571,8/15/17,154 4045,FW,,EJF,5/15/17,,WE,7,20,,F,GOT,10-3,1,6,7,analog,,SLD,FW,,,,spore,vegetative,,,
573,8/15/17,154 4046,FW,,EJF,5/15/17,,WE,7,20,,F,GOT,10-4,0,1,1,analog,,SLD,FW,,,,spore,vegetative,,,
575,8/15/17,154 4047,FW,,EJF,5/15/17,,WE,7,20,,F,GOT,10-5,0,0,0,analog,,SLD,FW,,,,spore,vegetative,,,
577,8/15/17,154 4048,FW,,EJF,5/15/17,,WE,7,21,,F,GOT,10-3,42,77,119,analog,,SLD,FW,,,,spore,vegetative,,,
579,8/15/17,154 4049,FW,,EJF,5/15/17,,WE,7,21,,F,GOT,10-4,0,1,1,analog,,SLD,FW,,,,spore,vegetative,,,
581,8/15/17,154 4050,FW,,EJF,5/15/17,,WE,7,21,,F,GOT,10-5,0,0,0,analog,,SLD,FW,,,,spore,vegetative,,,
583,10/3/17,158 4269,,,EJF,5/15/17,,WE,7,22,,F,GOT,10-3,0,0,0,analog,,CK,,,,,spore,vegetative,,,
585,10/3/17,158 4270,,,EJF,5/15/17,,WE,7,22,,F,GOT,10-4,0,0,0,analog,,CK,,,,,spore,vegetative,,,
587,10/3/17,158 4271,,,EJF,5/15/17,,WE,7,22,,F,GOT,10-5,0,0,0,analog,,CK,,,,,spore,vegetative,,,
589,10/3/17,158 4272,,,EJF,5/15/17,,WE,7,23,,F,GOT,10-3,0,0,0,analog,,CK,,,,,spore,vegetative,,,
591,10/3/17,158 4273,,,EJF,5/15/17,,WE,7,23,,F,GOT,10-4,0,0,0,analog,,CK,,,,,spore,vegetative,,,
593,10/3/17,158 4274,,,EJF,5/15/17,,WE,7,23,,F,GOT,10-5,0,0,0,analog,,CK,,,,,spore,vegetative,,,
595,10/3/17,158 4275,,,EJF,5/15/17,,WE,7,24,,F,GOT,10-3,82,271,353,analog,,CK,,,,,spore,vegetative,,,
597,10/3/17,158 4276,,,EJF,5/15/17,,WE,7,24,,F,GOT,10-4,12,85,97,analog,,CK,,,,,spore,vegetative,,,
599,10/3/17,158 4277,,,EJF,5/15/17,,WE,7,24,,F,GOT,10-5,1,17,18,analog,,CK,,,,,spore,vegetative,,,
601,8/23/17,156 4210,FW,,EJF,5/15/17,,WE,7,25,,F,GOT,10-3,1,3,4,analog,,SLD,,,,,spore,vegetative,,,
603,8/23/17,156 4211,FW,,EJF,5/15/17,,WE,7,25,,F,GOT,10-4,2,2,4,analog,,SLD,,,,,spore,vegetative,,,
605,8/23/17,156 4212,FW,,EJF,5/15/17,,WE,7,25,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
607,8/23/17,156 4213,FW,,EJF,5/15/17,,WE,7,26,,F,GOT,10-3,0,4,4,analog,,SLD,,,,,spore,vegetative,,,
609,8/23/17,156 4214,FW,,EJF,5/15/17,,WE,7,26,,F,GOT,10-4,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
611,8/23/17,156 4215,FW,,EJF,5/15/17,,WE,7,26,,F,GOT,10-5,0,35,35,analog,,SLD,,,,,spore,vegetative,,,
613,8/23/17,156 4216,FW,,EJF,5/15/17,,WE,7,27,,F,GOT,10-3,132,302,434,analog,,SLD,,,,,spore,vegetative,,,
615,8/23/17,156 4217,FW,,EJF,5/15/17,,WE,7,27,,F,GOT,10-4,61,170,231,analog,,SLD,,,,,spore,vegetative,,,
617,8/23/17,156 4218,FW,,EJF,5/15/17,,WE,7,27,,F,GOT,10-5,58,173,231,analog,,SLD,,,,,spore,vegetative,,,
619,8/15/17,154 4028,FW,,EJF,5/15/17,,WE,7,28,,F,GOT,10-3,30,94,124,analog,,SLD,,,,,spore,vegetative,,,
621,8/15/17,154 4029,FW,,EJF,5/15/17,,WE,7,28,,F,GOT,10-4,45,188,233,analog,,SLD,,,,,spore,vegetative,,,
623,8/15/17,154 4030,FW,,EJF,5/15/17,,WE,7,28,,F,GOT,10-5,4,12,16,analog,,SLD,,,,,spore,vegetative,,,
625,8/15/17,154 4031,FW,,EJF,5/15/17,,WE,7,29,,F,GOT,10-3,16,78,94,analog,,SLD,,,,,spore,vegetative,,,
627,8/15/17,154 4032,FW,,EJF,5/15/17,,WE,7,29,,F,GOT,10-4,8,53,61,analog,,SLD,,,,,spore,vegetative,,,
629,8/15/17,154 4033,FW,,EJF,5/15/17,,WE,7,29,,F,GOT,10-5,10,67,77,analog,,SLD,,,,,spore,vegetative,,,
631,8/15/17,154 4034,FW,,EJF,5/15/17,,WE,7,30,,F,GOT,10-3,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
633,8/15/17,154 4035,FW,,EJF,5/15/17,,WE,7,30,,F,GOT,10-4,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
635,8/15/17,154 4036,FW,,EJF,5/15/17,,WE,7,30,,F,GOT,10-5,0,0,0,analog,,SLD,,,,,spore,vegetative,,,
637,8/15/17,154 4019,FW,,JC,5/15/17,,WE,7,1,,M,GOT,10-3,NC,NC,#VALUE!,analog,,CK,,,,,spore,vegetative,,,
639,8/15/17,154 4020,FW,,JC,5/15/17,,WE,7,1,,M,GOT,10-4,188,369,557,analog,,CK,,,,,spore,vegetative,,,
641,8/15/17,154 4021,FW,,JC,5/15/17,,WE,7,1,,M,GOT,10-5,100,308,408,analog,,CK,,,,,spore,vegetative,,,
643,8/15/17,154 4022,FW,,JC,5/15/17,,WE,7,2,,M,GOT,10-3,620,767,1387,analog,,CK,,,,,spore,vegetative,,,
645,8/15/17,154 4023,FW,,JC,5/15/17,,WE,7,2,,M,GOT,10-4,156,277,433,analog,,CK,,,,,spore,vegetative,,,
647,8/15/17,154 4024,FW,,JC,5/15/17,,WE,7,2,,M,GOT,10-5,128,359,487,analog,,CK,,,,,spore,vegetative,,,
649,8/15/17,154 4025,FW,,JC,5/15/17,,WE,7,3,,M,GOT,10-3,NC,NC,#VALUE!,analog,,CK,,,,,spore,vegetative,,,
651,8/15/17,154 4026,FW,,JC,5/15/17,,WE,7,3,,M,GOT,10-4,540,1358,1898,analog,,CK,,,,,spore,vegetative,,,
653,8/15/17,154 4027,FW,,JC,5/15/17,,WE,7,3,,M,GOT,10-5,114,392,506,analog,,,,,,,spore,vegetative,,,
655,6/14/17,137 2730,,,JC,5/15/17,,WE,7,4,,M,GOT,10-3,517,872,1389,analog,,CK,,,,,spore,vegetative,,,
657,6/14/17,137 2729,,,JC,5/15/17,,WE,7,4,,M,GOT,10-4,209,469,678,analog,,CK,,,,,spore,vegetative,,,
659,6/14/17,137 2728,,,JC,5/15/17,,WE,7,4,,M,GOT,10-5,22,87,109,analog,,CK,,,,,spore,vegetative,,,
661,6/14/17,137 2727,,,JC,5/15/17,,WE,7,5,,M,GOT,10-3,536,1279,1815,analog,,CK,,,,,spore,vegetative,,,
663,6/14/17,137 2725,,,JC,5/15/17,,WE,7,5,,M,GOT,10-4,106,611,717,analog,,CK,,,,,spore,vegetative,,,
665,6/14/17,137 2724,,,JC,5/15/17,,WE,7,5,,M,GOT,10-5,7,170,177,analog,,CK,,,,,spore,vegetative,,,
667,6/14/17,137 2723,,,JC,5/15/17,,WE,7,6,,M,GOT,10-3,NC,NC,#VALUE!,analog,,CK,,,,,spore,vegetative,,,
669,6/14/17,137 2722,,,JC,5/15/17,,WE,7,6,,M,GOT,10-4,1338,1703,3041,analog,,CK,,,,,spore,vegetative,,,
671,6/14/17,137 2721,,,JC,5/15/17,,WE,7,6,,M,GOT,10-5,173,618,791,analog,,CK,,,,,spore,vegetative,,,
673,6/14/17,137 2735,,,JC,5/15/17,,WE,7,7,,M,GOT,10-3,NC,NC,#VALUE!,analog,,SLD,,,,,spore,vegetative,,,
675,6/14/17,137 2732,,,JC,5/15/17,,WE,7,7,,M,GOT,10-4,NC,NC,#VALUE!,analog,,SLD,,,,,spore,vegetative,,,
677,6/14/17,137 2731,,,JC,5/15/17,,WE,7,7,,M,GOT,10-5,52,281,333,analog,,SLD,,,,,spore,vegetative,,,
679,6/14/17,137 2739,,,JC,5/15/17,,WE,7,8,,M,GOT,10-3,NC,NC,#VALUE!,analog,,SLD,,,,,spore,vegetative,,,
681,6/14/17,137 2738,,,JC,5/15/17,,WE,7,8,,M,GOT,10-4,NC,NC,#VALUE!,analog,,SLD,,,,,spore,vegetative,,,
683,6/14/17,137 2737,,,JC,5/15/17,,WE,7,8,,M,GOT,10-5,114,275,389,analog,,SLD,,,,,spore,vegetative,,,
685,6/14/17,137 2742,,,JC,5/15/17,,WE,7,9,,M,GOT,10-3,NC,NC,#VALUE!,analog,,SLD,,,,,spore,vegetative,,,
687,6/14/17,137 2741,,,JC,5/15/17,,WE,7,9,,M,GOT,10-4,NC,NC,#VALUE!,analog,,SLD,,,,,spore,vegetative,,,
689,6/14/17,137 2740,,,JC,5/15/17,,WE,7,9,,M,GOT,10-5,5,28,33,analog,,SLD,,,,,spore,vegetative,,,
691,9/28/17,157 4219,,,JC,5/15/17,,WE,7,10,,M,GOT,10-3,NC,NC,#VALUE!,analog,SC,CK,,,,,spore,vegetative,,,
693,9/28/17,157 4220,,,JC,5/15/17,,WE,7,10,,M,GOT,10-4,17,52,69,analog,SC,CK,,,,,spore,vegetative,,,
695,9/28/17,157 4221,,,JC,5/15/17,,WE,7,10,,M,GOT,10-5,0,31,31,analog,SC,CK,,,,,spore,vegetative,,,
697,9/28/17,157 4222,,,JC,5/15/17,,WE,7,11,,M,GOT,10-3,20,81,101,analog,SC,CK,,,,,spore,vegetative,,,
